index,AccountID,BankName,Cost,Balance,Remain,Open_Date
102,95757255576,Yuanta,5771284,2654791,6002556,2018/08/13
103,86280289870,EnTie,2797884,3805122,6804502,1981/04/23
104,75766408495,Yuanta,3194617,2108448,3727869,1997/04/12
105,82018104767,Mega,6439262,5859729,5546097,1995/06/08
106,11750298843,O,563626,608716,1885542,2006/09/20
107,87107256336,HSBC,54363,78282,8268692,1987/11/11
108,57556997696,Citibank,2493487,947526,13880,2017/04/04
109,54345185019,Cathay,3034860,4157758,9908861,1993/08/04
110,09771025675,Chang Hwa,3283146,5220202,522807,2022/12/16
111,37368982606,Yuanta,688889,296223,3710823,2020/11/04
112,40313997847,Rakuten,4070382,10216658,7701613,2021/03/22
113,86973246078,Shin Kong,2091640,5166350,8350693,1994/10/05
114,33017466166,First,933920,438943,4135539,1988/09/05
115,88457203295,Land,727660,1135149,9047870,2003/01/03
116,63161471588,Union,6614376,5423789,6260511,2019/09/23
117,98014738486,Mega,2079103,2307804,7601964,2012/06/30
118,60478065881,Rakuten,3859655,7101765,7435517,1983/11/01
119,44289372014,NEXT,3682412,2945930,3665343,2008/11/12
120,30429168879,Panhsin,2659588,4494703,9181600,2006/12/17
121,24354645800,DBS,1922830,4384052,5889261,2001/11/08
122,54806992881,First,5976607,12012980,6953267,2022/11/08
123,89116493113, Cooperative,3434249,2575687,8899419,2020/06/01
124,57840156751,O,9342292,13079208,8781895,1982/11/09
125,35457631938,Hwatai,9562294,23045128,4756586,1983/07/28
126,02260709857,Kaohsiung,4831810,1207953,532911,2009/08/15
127,58672644183,NEXT,8781729,3600509,6543871,2013/09/26
128,98676546031,Rakuten,79489,65181,6824771,1996/07/14
129,65089248850,Kaohsiung,3552163,3267990,25654,1980/09/28
130,03692230185, Cooperative,1902926,1008551,6438782,1991/12/29
131,57809497468,EnTie,7127128,3492293,5122165,2011/09/23
132,89375918778,Rakuten,9889778,5637174,2071818,1986/01/24
133,91793117107,Kaohsiung,3043538,4960966,1372487,1983/09/17
134,38074846048,Cathay,7931049,5789666,2572818,2021/12/30
135,77512696613,Taishin,2837531,822884,4263571,1982/11/16
136,47504024678,KGI,1943740,2701798,7293124,2021/08/09
137,80943328517,KGI,7575015,16892283,600804,1986/09/26
138,59676619890,HSBC,6153421,7322570,8706649,1994/12/09
139,48944358469,Cota,2376728,570415,7644324,2003/04/14
140,81031588185,Yuanta,5838076,5137507,7692524,2020/07/14
141,09507823152,Panhsin,2032525,3943098,7740380,1985/10/08
142,53622966191,LINE,1006566,1489717,8339225,2024/04/09
143,41668763124,Yuanta,2371770,3937138,7148563,1990/12/25
144,88001493357,Mega,9952850,12242005,6340620,2002/01/09
145,82277010144,Taiwan,9146731,10518740,3375598,2002/11/04
146,69404287712,SinoPac,8133526,7482844,7915351,2012/08/21
147,26531345326,Cota,3508667,1719247,7232657,1995/10/01
148,61242300226,DBS,8375350,17420728,3882214,2021/11/24
149,24113519185,Fubon,3657948,2304508,2695523,1988/11/28
150,23276544014,O,9088117,18267115,9857352,2004/08/22
151,24209146961,First,532731,1363791,5298594,1980/07/28
152,60330434411,Hua Nan,4147639,4977166,2955456,2021/01/29
153,92667034753,Shin Kong,5164502,5835887,2945910,2002/03/23
154,29687618244,Citibank,6816490,12337846,4757832,1984/05/10
155,21008933528,Sunny,4935341,3997627,8147588,1990/11/23
156,44546475996,KGI,8381698,10560939,4371129,1999/05/21
157,77821330252,O,3288118,6970810,1405050,1988/03/09
158,75477049936,Yuanta,1532164,1930526,812228,1995/02/16
159,85748456133,SinoPac,1510374,2718673,1890297,2001/11/17
160,51165814031,Shanghai,2910780,1251636,8607730,2006/02/28
161,78835823770,Fubon,9412833,7436139,9431340,2011/03/15
162,01988098083,E.Sun,4705057,6257725,5627187,2000/12/01
163,42216150048,Shin Kong,2828810,763779,2394330,2014/02/03
164,59870635097,Hua Nan,750062,1282606,8242974,2014/03/11
165,96270671777,Hua Nan,4250286,9180617,3568548,2024/02/13
166,85961119459,Hua Nan,3592246,5388369,1283979,2014/09/01
167,84287319727,Mega,1722286,1429498,7317785,1987/09/17
168,36874503252,Far Eastern,2718871,924417,9306443,2000/10/11
169,28600403996,Land,84704,144843,6191472,2008/07/07
170,85899055683,Shin Kong,4340291,4861125,9707344,2003/12/30
171,23498653936,LINE,8201403,20913577,5321907,2022/10/10
172,69334160549,Rakuten,7298822,11240185,3656267,2005/11/15
173,22490883425,Kaohsiung,9058701,18298576,3696877,1994/09/13
174,01432333317,Taishin,5646074,6323602,2023747,2024/01/08
175,15083251059,LINE,9678068,8903823,7436211,2017/02/13
176,14111980443,DBS,9891743,10584165,8494465,2000/05/21
177,10195101550,First,3626247,8666730,1390439,1988/10/10
178,76107818697,Union,5187641,8559607,9940196,1984/01/09
179,43168890456,First,1306394,2861002,2485686,2008/08/13
180,22474733597,Hua Nan,5158285,2682309,1437653,2001/03/31
181,62408848307,Chang Hwa,9755589,9658034,367829,2005/03/07
182,37710285121,Shin Kong,7686326,12913027,6807630,2016/11/23
183,45096150954,Taishin,608435,334640,4741516,1987/09/01
184,67676746932,Rakuten,8512407,18982667,4803759,2017/05/09
185,29295021310,Hua Nan,7903454,19837669,3988785,2016/03/02
186,43095661524,Shanghai,7470058,8889369,7993530,2002/12/15
187,43778443242, Cooperative,7599344,14742727,8345295,1983/05/14
188,81933555933,HSBC,6616287,4697564,4474685,2023/01/01
189,09539949715,Union,8435468,2446286,7295617,2003/07/27
190,22365398412,Rakuten,1354808,419991,1571624,2008/12/09
191,98345052445,First,2846098,5407586,2780217,1984/01/21
192,21345440962,Rakuten,3256776,6350713,8826914,2013/09/19
193,83487545417,LINE,4330182,1558866,6350451,1991/06/26
194,97402634983,O,2843625,5573505,6856200,2003/02/10
195,18530713458,Union,1678979,1024178,2012039,1994/10/19
196,29603787590,Citibank,9916661,21320821,585862,2007/04/12
197,55937930846,Panhsin,7790959,10595704,2844579,1981/07/25
198,75302535024,Mega,2504456,6411407,246287,2006/11/02
199,39617418225,CTBC,578585,1053024,5332119,2021/02/21
200,59906510383,EnTie,4848701,8194304,3190567,1990/02/19
201,01451680552,Citibank,9551238,11652510,6257737,1980/04/11
202,82021188516,SinoPac,179375,365925,1839401,1992/01/21
203,87847274976,Sunny,2933266,4957219,8644943,2001/01/31
204,86251367499,Fubon,1989008,3023292,8099158,2001/03/19
205,68767029248,LINE,8227703,5101176,3950442,2020/03/08
206,56937017568,Cota,4915321,10125561,8904453,2004/02/16
207,42815320911,NEXT,7395483,3032149,8993330,2003/10/06
208,74808484202,DBS,3219919,6987224,2309541,1988/04/29
209,66566239743,Citibank,4291896,8884224,9776073,2004/11/24
210,13372699211,First,4787093,1771225,5711096,1982/05/04
211,76671096825,DBS,2492951,2966611,2978494,1999/12/14
212,72295315876,KGI,3389878,8339099,8819070,2023/01/23
213,88904794801,SinoPac,4587452,5137946,1747731,1980/01/16
214,61985343627,Mega,6481939,2852054,524672,1998/02/10
215,85550241546,Kaohsiung,6533068,16332670,4527282,2018/02/06
216,03869735936,KGI,2211301,2034397,942857,1983/07/14
217,58478058548,Land,9488864,10817304,6490318,1980/04/10
218,10417362204,Shin Kong,5332023,11303888,916583,2002/07/01
219,02912513036,Shin Kong,7407427,16592636,7703941,1999/07/29
220,02518213147,Citibank,9312128,8753401,5158596,2000/07/21
221,52634466569,Kaohsiung,3952961,4822612,1234815,1984/02/24
222,25532315022,DBS,5163158,10223052,2788340,2008/01/27
223,18623318302,Sunny,2176740,3831062,1572578,1990/03/25
224,33837952188,Taiwan,6899562,6071615,945194,2006/01/07
225,86662772593,HSBC,4076745,8071955,5263089,1991/01/10
226,08346080787,Chang Hwa,5522766,6793002,4797911,1980/10/21
227,53720543074,SinoPac,5962693,3756497,3024337,2006/01/09
228,27440059219,Sunny,4015211,4537188,8544940,2011/12/11
229,96898340377,KGI,8044417,8527082,6631237,2014/03/07
230,02544764079,HSBC,9295007,21843266,494878,1988/07/28
231,61273573979,HSBC,6697687,4353497,9342693,1997/05/30
232,71932052014,Sunny,2123593,615842,562250,2009/11/04
233,98325877047, Cooperative,297547,193406,2880486,1993/07/23
234,74514223617, Cooperative,8327459,6245595,9957719,1982/01/02
235,27882484711,Union,4177639,5096719,9019771,1989/12/26
236,89889929424,Cota,1891264,4255344,8694146,1989/07/02
237,47555676975,Far Eastern,3396578,2479502,4796802,2022/10/08
238,56934349982,HSBC,9444161,12277409,232169,1982/11/05
239,49238555127,Citibank,7057322,6139871,4686226,1986/06/10
240,67802837021,Union,8944915,2236229,2044518,1995/02/03
241,16755188923,DBS,7199707,14471411,8756424,2003/09/28
242,75371183839,Hwatai,8348107,13941338,6623723,2012/07/18
243,57235064135,Union,3365431,3163506,7878148,2000/03/14
244,74001090781,First,8228397,15880806,1074336,1995/09/28
245,36281461003,Sunny,3941591,6188297,7660754,1993/02/04
246,35433313292,Land,3640287,1456115,8886906,1998/11/09
247,02758351081,Fubon,5821975,10770653,4761674,1983/11/05
248,35828295746,KGI,816425,661305,2453606,2004/02/06
249,99288154332,Taiwan,3179629,3592980,4595804,2014/01/26
250,29734777188,Shanghai,8328118,6246089,5769854,2012/07/28
251,04637562955,Hua Nan,8056965,20706400,9588027,1981/06/08
252,38586318632,Taishin,2373039,2942568,9953226,2000/07/20
253,63533069891,E.Sun,6710242,1543356,4255977,1997/01/16
254,10300072226,Cota,9674954,14609180,1950424,2000/04/16
255,81883747812,O,1794022,1829902,345585,2022/02/06
256,91503980517, Cooperative,9814188,6084797,3889996,2020/03/23
257,55713096730,Shin Kong,8718818,9416323,7510859,1998/05/10
258,15266125534,Hwatai,4121136,9148921,7938482,2012/03/26
259,07635308001,Citibank,7921674,4119271,6647085,2010/09/04
260,92710419023,Hua Nan,9143544,3108805,5325438,1989/02/10
261,24977516093,KGI,7578235,2879730,9760569,1981/01/24
262,97613514937,EnTie,7364785,13403908,4095148,1996/07/20
263,30459135057,Taishin,4116723,2717038,3521068,1999/08/21
264,22729113841,Shin Kong,3490039,3106135,6156610,2007/07/08
265,07266241315,DBS,4571891,8275122,9166439,1986/03/06
266,84533643725,Hwatai,3829283,1416835,7957426,2018/06/06
267,02452910733,Fubon,4582397,9806329,3358784,2020/04/09
268,50064059162,Shin Kong,4857305,1554338,1416617,2024/04/14
269,73231967409,HSBC,1953916,3380274,5277061,1986/12/05
270,55915361324,Mega,21980,24397,1234232,2019/03/22
271,36739645368,Sunny,7376926,15196467,61936,2014/10/01
272,31743700269,DBS,2459037,4844302,9482757,2004/07/31
273,76264737316,Taishin,343787,773520,8928126,2004/06/24
274,63185846530,Yuanta,6875458,3368975,9080279,1998/10/22
275,39837760576,Fubon,1707425,2441617,8923495,2013/07/01
276,49305188685,Panhsin,1247008,311752,7532617,1984/08/31
277,50692142891,Sunny,4796492,9113334,851758,2019/12/14
278,88909357583,Chang Hwa,4189164,7624278,657307,1980/02/27
279,81529055150,First,4527076,5296678,6342822,1982/01/07
280,22341350659,O,7518305,13081850,6130656,1997/08/16
281,37898929771,LINE,5150056,3347537,3227090,2017/07/16
282,54245237459,Panhsin,3068905,4112332,1391255,2002/10/18
283,33873247225,Sunny,9306208,19356912,5754327,1990/04/26
284,70538346915,LINE,4832560,2947862,5174152,2023/06/25
285,16343695613,Cota,3132305,5168303,8322269,1992/08/24
286,40430037959,SinoPac,8666974,21407425,9345919,2002/04/14
287,43785275054,SinoPac,4345969,2998719,1871928,1985/01/01
288,65311240861,NEXT,6693351,15060039,6196230,1985/09/14
289,21410157934,Taiwan,2726487,5153060,7299845,1994/12/22
290,24388284334,Panhsin,3001691,7023956,3298081,2016/08/29
291,40842597732,HSBC,8213028,3120951,2354504,2003/02/28
292,51462755303,Taishin,1670604,2071548,8349374,1994/11/25
293,14581330301,EnTie,9212387,12068226,5894081,1990/04/26
294,42743537150,SinoPac,1209611,3048219,7492787,2021/08/24
295,01710710992,CTBC,2864604,5242225,5820816,1993/06/23
296,80555820167,Shin Kong,6088489,12785826,8332737,2013/06/29
297,24170969878,First,2819065,620195,2274067,2018/06/15
298,34385357412,Mega,145734,53922,8002435,2011/10/19
299,80567974158,Rakuten,3771573,2602386,1660014,2016/06/20
300,16083218399,Shanghai,5449882,10245778,7212536,2003/10/17
301,89597602350,Taishin,9447486,4912693,1858979,2023/01/30
302,97037365208,EnTie,1385902,3561768,6345374,1998/04/15
303,42606806768,Union,2475829,4506008,2795193,2013/12/25
304,93840715495,Fubon,3051865,3662238,6252728,2013/06/20
305,69039912746,Shanghai,4981641,996329,4911511,2015/10/23
306,90827206208,Rakuten,968854,1249821,5726153,1980/02/17
307,03454735725,Panhsin,1869401,4411786,6427170,2012/01/23
308,02845190979,Panhsin,1020640,2031073,9629657,2023/02/15
309,46815874061,Cota,986502,1677053,3254045,1992/04/27
310,63702683040,HSBC,8491670,2717335,635844,1991/02/27
311,00399841143,Sunny,2230129,2631552,5830635,2014/02/07
312,55908658053,SinoPac,9976947,10575563,7173193,2020/12/11
313,82453049175,Land,4476305,11011710,5350034,2006/05/31
314,02522925838,Kings Town,7390900,17812069,7356438,2006/09/28
315,47751549538,CTBC,9674669,23799685,710576,2017/03/02
316,61645366607,DBS,2182730,4430941,455411,2014/04/30
317,28783535030,Citibank,6796102,1902909,1099443,2007/01/23
318,52805594132,Union,7172792,13269665,6208848,1988/02/08
319,51403621634,First,7281278,15217871,7840537,2014/11/25
320,96281247585,HSBC,6266532,2631944,1732788,2008/01/23
321,29808556964,Taiwan,6598394,5476668,9576757,1988/10/16
322,93606355693,DBS,9248610,19976997,2802226,2018/05/04
323,77808568209, Cooperative,75500,116270,4517771,1983/09/17
324,86762271346,HSBC,3666396,6746168,9860597,1987/09/30
325,10789420784,Chang Hwa,3127022,4534181,3626100,2013/08/01
326,10541773938,O,5698103,2507166,3458500,2013/11/02
327,72395732186,Kaohsiung,1213990,2549379,704793,2001/05/18
328,12962026631,Far Eastern,3054502,1130166,2211938,2003/05/15
329,74059989074,LINE,9543682,17751248,3177765,1996/03/21
330,18633546588,KGI,1177339,2849160,5548557,1990/04/03
331,86577417591,Kings Town,3905815,9803595,5365150,1984/03/03
332,38308320598,Fubon,7855422,1728193,5596510,2012/10/03
333,05505058690,Hua Nan,3894735,6815786,8161868,1997/03/08
334,02415893912,KGI,9988083,24970207,4384165,2000/11/08
335,38053936087,CTBC,3607855,1334907,8625803,1981/05/10
336,52327334961,Mega,3610097,6642578,6839892,2021/05/08
337,86494286772,E.Sun,801366,512875,7190340,1986/02/24
338,41842456612,Taiwan,664399,1069682,9966023,2023/05/31
339,41040154595,Rakuten,6305219,8133732,2643445,2002/04/08
340,21195899978,Citibank,9088662,11269940,5582143,1998/02/17
341,16945717317,E.Sun,3785466,3217647,9961393,1983/06/06
342,85172811770,Land,6517049,16422963,1659459,1993/08/29
343,48449844219,Rakuten,1393366,863887,5315777,2003/06/16
344,76101576173,E.Sun,7860108,4087257,4049591,1983/09/09
345,04038081618,Hwatai,7236048,11215874,509371,1985/08/28
346,95757442728,Cathay,7919985,19641562,5632952,2009/10/01
347,85578640174,Yuanta,7118979,17726257,2076985,1985/11/14
348,39074360683,Cota,3609532,8554590,9121145,2002/10/28
349,42196765637,First,2910180,2182635,6280718,1991/12/30
350,48825609842,O,3060405,2876781,2312640,2006/12/08
351,72013322763,O,1289697,2218278,1842877,2022/06/05
352,02862422062,Land,9820371,20328167,4969119,1997/03/12
353,16796665914,Mega,6692422,13184071,1945197,1996/11/06
354,03655535062,HSBC,8140541,2604974,4123527,2022/01/20
355,83376971340,Mega,7949608,9539529,1720480,1999/09/20
356,46238371246,Mega,6503484,3967126,5355324,1992/06/04
357,67451329438,HSBC,2370031,4645260,4688234,2016/08/17
358,90583569940,Land,6678272,16027852,1373182,2004/06/03
359,79332183867,EnTie,4416711,5167551,8598663,2005/05/02
360,56770715694,O,3839857,1535943,616074,2024/01/10
361,13369677370,O,4705303,9928189,2310193,1997/12/07
362,09512905630,Citibank,3955551,6526659,3730393,1997/07/05
363,22922421306, Cooperative,7851414,5967075,6911705,1993/05/18
364,69334339404,Shin Kong,2482752,3376542,669827,1994/10/11
365,97406869345,First,5788486,10129850,8715202,2009/09/21
366,57558706082,Rakuten,2154791,4568156,2086331,2019/05/30
367,17797978974,Citibank,5219531,1879032,2915228,2018/09/10
368,51939266166,Citibank,4367941,7731255,3213916,1994/10/17
369,88297907703,KGI,8064169,4757860,330904,1989/04/09
370,59030522495,Far Eastern,566613,504286,8973201,1981/10/21
371,41251777060,Rakuten,4824118,12253259,8085072,1999/08/06
372,71091884359,Taiwan,5952416,3333353,2956960,1982/10/28
373,34299062723,Mega,1844842,977767,5926582,2011/11/23
374,89171366722,Taishin,7116800,16439808,2108428,2014/04/26
375,27179327774,O,2411378,3255360,7672106,2023/03/30
376,20885006357,Hwatai,7053539,6771398,6355920,1980/12/19
377,55759393863,Fubon,8286276,11517923,7601057,1990/05/18
378,44547146035,Fubon,3554035,8885087,4604418,2022/10/08
379,54089870715,Shanghai,5399163,6425003,7407980,1993/12/03
380,76834901059,Citibank,4268297,8792691,7414560,2015/11/23
381,37678500886,Shin Kong,9564433,19415798,80525,2014/05/25
382,25604390628,E.Sun,4715953,2876732,4868754,1984/07/06
383,58041463865,Hua Nan,1544342,2038531,7396684,2021/06/17
384,31972337885,Chang Hwa,1209879,1342965,7087638,2015/12/25
385,71658133556,DBS,1992077,1573741,2571614,1994/10/30
386,79048940069, Cooperative,4863134,2431567,5888573,2002/08/12
387,91857539078,Shanghai,1058423,486875,2026688,2002/05/10
388,77105681053,HSBC,7489335,1647654,2194152,2019/03/29
389,41203303649,Citibank,4709508,1883804,9281648,1997/09/21
390,83455909218,E.Sun,625310,306402,1469550,1988/01/20
391,36756961940,Rakuten,9469525,7859706,6052460,2016/08/08
392,36873212703,Kings Town,4175721,1336231,16233,1981/03/27
393,57322902448,Fubon,249037,625082,7195180,2005/01/30
394,19311949533,Hua Nan,2518847,1763193,7110859,2013/08/16
395,55899823310,Kaohsiung,2231677,1472907,2764890,1997/01/22
396,40644010420,Hwatai,2809085,3258538,378472,2001/06/08
397,70904403548,Mega,7573954,9543182,7788252,1991/03/31
398,77836908186,O,4508053,3020396,3810713,1982/12/14
399,62031782128,DBS,3147273,3524945,2286780,2006/11/10
400,81685090507,Shin Kong,8468541,9908192,5917322,1982/03/11
401,60557671153,Sunny,6972470,2091741,4034484,1992/11/30
402,56298682483,Yuanta,3886386,6684583,9670075,2017/05/29
403,14045220755,Mega,5771617,1327472,5460750,2014/04/06
404,87163638031,Cota,825760,2089172,5365552,2012/08/17
405,85707351766,E.Sun,337540,219401,8323825,1987/08/02
406,91296697284,DBS,485067,203729,9000282,1992/01/01
407,95647152697,HSBC,6016618,10288416,8564941,1991/04/25
408,07648313081,HSBC,3255978,5470043,5756123,2022/11/23
409,27710785289,SinoPac,9797686,7740172,7551520,2019/06/12
410,67250919347,Mega,2403720,4134398,7339781,1994/04/04
411,35219514101,First,6766738,5616393,6093933,1992/09/30
412,26926714510,Rakuten,1660962,2076202,6144936,1997/07/27
413,28451785233,Taiwan,9812237,6574199,293960,1993/02/11
414,43421023691,Rakuten,4798482,6957798,2717964,2015/02/18
415,00409759410,Kings Town,6969043,4111736,2392043,2000/10/12
416,68072723312,O,132516,339240,5825264,1996/01/14
417,45817787947,Mega,7603354,9047991,5071560,2011/12/27
418,31491090321,CTBC,7110431,3199694,6647604,1981/10/26
419,91906656350,Mega,8196587,8606416,1299943,1987/01/30
420,76407977859,Sunny,5713341,12169416,9847586,2016/12/24
421,73236546352,NEXT,558396,1429493,4725016,2012/04/24
422,10357687881,Rakuten,2381314,3286213,3159592,1993/05/02
423,15994007269,Far Eastern,2020679,4243425,7926757,1998/02/21
424,14511309949,O,9337991,17088523,3797899,2018/01/24
425,89932029702,Taishin,2415118,3840037,676775,1991/08/16
426,59555977729,Mega,1050095,693063,8793007,1988/11/01
427,37298796909,DBS,5598463,14444034,5907493,2019/05/15
428,08353790688,CTBC,3576181,1788091,3400193,2011/03/11
429,16417911530,DBS,5279958,2164783,4651668,1989/03/12
430,28709072284,Citibank,3742614,7934341,7794303,1980/04/19
431,74473172436,Hwatai,6738606,6671220,6432236,2002/12/24
432,63891242074,SinoPac,1024661,829976,1647839,2020/08/12
433,72813966798,Cota,5272546,11863228,4919844,2006/12/30
434,62773162953,Kings Town,5491612,13234784,148867,1987/01/28
435,61314236873,E.Sun,6535458,12025242,1672306,1984/08/26
436,03091978469,Land,1793474,4250533,7665466,2011/05/29
437,88930921373,Shanghai,6509355,14320581,97603,1998/01/27
438,83135252847,Union,4549015,3502742,2177626,2019/09/28
439,64443717363,Taishin,1359623,2311359,2987793,1991/03/20
440,29138491357,Mega,432989,1034843,8085346,2010/08/14
441,02727170814,Hua Nan,8029175,7467133,6912735,2015/07/29
442,63876822314, Cooperative,7739289,18342114,8638716,2007/12/04
443,16130751627,NEXT,6195296,13815510,5035584,2015/01/22
444,74715228786,Yuanta,4165659,9581015,8045523,1985/08/13
445,32499392613,KGI,5435507,11577629,5917822,1983/09/01
446,25908967727,Taiwan,1422441,3527653,8643529,2008/12/01
447,76245347605,O,4295263,9449578,6977121,1983/08/25
448,35479247421,Far Eastern,9361035,6739946,4852338,2021/09/22
449,50355373965,Shin Kong,27152,24437,834227,2015/07/01
450,59161104204,Chang Hwa,6779676,9423749,1209175,2016/04/30
451,62329766560,O,7848059,13969545,3241426,2002/04/21
452,65372237517,Taishin,3991763,8662125,9559787,1994/09/20
